,CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,CARBON_EMISSIONS_TARGET_BASE_YEAR,CARBON_EMISSIONS_TARGET_DESC,CARBON_EMISSIONS_TARGET_REDUCT_PCT,CARBON_EMISSIONS_TARGET_YEAR,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SBTI_LONG_TERM_TARGET_STATUS,SBTI_LONG_TERM_TARGET_YEAR,SBTI_NEAR_TERM_TARGET_STATUS,SBTI_NEAR_TERM_TARGET_YEAR,SBTI_NET_ZERO_TARGET_STATUS,SBTI_NET_ZERO_TARGET_YEAR,SBTI_UPDATE_DATE,TARGET_SUMMARY_ANNUAL_REDUCTION,TARGET_SUMMARY_APPLIED_TARGETS_IDS,TARGET_SUMMARY_CALCULATION_DATE,TARGET_SUMMARY_CUM_CHANGE_2030,TARGET_SUMMARY_CUM_CHANGE_2050,TARGET_SUMMARY_CUM_CHANGE_2070,TARGET_SUMMARY_CURRENT_PROGRESS,TARGET_SUMMARY_EFFECTIVE_COVERAGE,TARGET_SUMMARY_END_YEAR,TARGET_SUMMARY_IMPUTATION_TRANSPARENCY,TARGET_SUMMARY_NNZERO_2030,TARGET_SUMMARY_NNZERO_2050,TARGET_SUMMARY_NNZERO_2070,TARGET_SUMMARY_SCOPES,TARGET_SUMMARY_SCOPE_3_CATEGORIES,TARGET_SUMMARY_SELF_DECLARED_NZERO,TARGET_SUMMARY_TARGETS_IDS,TARGET_SUMMARY_TRACK_RECORD,TARGET_SUMMARY_TYPES,TARGET_SUMMARY_UNITS,TARGET_SUMMARY_USE_OF_OFFSETS,TARGET_UPDATE_DATE
131,GB00B1KJJ408,WHITBREAD PLC,IID000000002129162,GB00B1KJJ408,21380099VMZKRMN3EX36,WTB,2016.0,Commits to reach net zero GHG emissions across the value chain by FY2050 from a FY2016 base year..,100.0,2050.0,,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2023-06-01,-0.033130029170309,"IID000000002129162-11, IID000000002129162-16, IID000000002129162-8, IID000000002129162-9",2025-02-18,-0.361194366593044,-0.927640816768661,-0.927640816768661,On track with some targets,1.0,2050.0,"For target IID000000002129162-9, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2016. The imputed baseline value for Scope 1 is 74756.0 tCO2e (reported). The imputed baseline value for Scope 2 is 200295.0 tCO2e (reported). The imputed baseline value for Scope 3 is 850693.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002129162-8, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2017. The imputed baseline value for Scope 1 is 97362.0 tCO2e (reported). The imputed baseline value for Scope 2 is 177090.0 tCO2e (reported). For target IID000000002129162-16, we calculated the target value to be 55171.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002129162-16, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 551709.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002129162-12, we calculated the target value to be 198615.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002129162-12, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 551709.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002129162-11, we calculated the target value to be 275855.0 tCO2e for year 2035, based on the target baseline value and reported reduction for Scope 3. For target IID000000002129162-11, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 551709.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002129162-15, we calculated the target value to be 1100.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002129162-15, we imputed the baseline value for the year 2016. The imputed baseline value for Scope 1 is 74756.0 tCO2e (reported). The imputed baseline value for Scope 2 is 200295.0 tCO2e (reported).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002129162-1, IID000000002129162-10, IID000000002129162-11, IID000000002129162-12, IID000000002129162-13, IID000000002129162-14, IID000000002129162-15, IID000000002129162-16, IID000000002129162-2, IID000000002129162-3, IID000000002129162-4, IID000000002129162-5, IID000000002129162-8, IID000000002129162-9",Met some targets,ABSOLUTE,tCO2e,No,2023-06-19
132,DE000ENAG999,E.ON SE,IID000000002130138,DE000ENAG999,Q9MAIUP40P25UFBFG033,EOAN,2019.0,E.ON UK Plc is committed to achieving Scope 1-3 Net Zero emissions by 2050,100.0,2050.0,,True,,,1.5 degrees C,2030.0,,,2022-05-26,-0.035714285714286,"IID000000002130138-10, IID000000002130138-11, IID000000002130138-32, IID000000002130138-33, IID000000002130138-34, IID000000002130138-35",2025-02-18,-0.126343864365459,-1.0,-1.0,On track with all targets,1.0,2050.0,"For target IID000000002130138-4, we calculated the target value to be 21706278.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002130138-1, we calculated the target value to be 0.0 tCO2e for year 2025, based on the target baseline value and reported reduction for Scope 1. For target IID000000002130138-13, we calculated the target value to be 4400000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002130138-13, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 3980000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 4820000.0 tCO2e (reported). For target IID000000002130138-14, we calculated the target value to be 21254704.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002130138-14, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 3 is 36646042.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 11. For target IID000000002130138-16, we calculated the target value to be 4400000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002130138-16, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 3980000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 4820000.0 tCO2e (reported). For target IID000000002130138-23, we calculated the target value to be 4365000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002130138-23, we imputed the baseline value for the year 2016. The imputed baseline value for Scope 1 is 5370000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 3360000.0 tCO2e (reported).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002130138-1, IID000000002130138-10, IID000000002130138-11, IID000000002130138-13, IID000000002130138-14, IID000000002130138-15, IID000000002130138-16, IID000000002130138-17, IID000000002130138-18, IID000000002130138-19, IID000000002130138-2, IID000000002130138-20, IID000000002130138-21, IID000000002130138-22, IID000000002130138-23, IID000000002130138-26, IID000000002130138-27, IID000000002130138-28, IID000000002130138-29, IID000000002130138-3, IID000000002130138-30, IID000000002130138-31, IID000000002130138-32, IID000000002130138-33, IID000000002130138-34, IID000000002130138-35, IID000000002130138-36, IID000000002130138-37, IID000000002130138-38, IID000000002130138-4, IID000000002130138-5, IID000000002130138-7, IID000000002130138-8, IID000000002130138-9",Not applicable,ABSOLUTE,tCO2e,No,2024-05-24
133,DE0008232125,Deutsche Lufthansa Aktiengesellschaft,IID000000002130215,DE0008232125,529900PH63HYJ86ASW55,LHA,2005.0,Reduce 50% Of Scope 1 By Year 2050 Compared To Baseline Year 2005.,50.0,2050.0,False,True,,,Well-below 2 degrees C,2030.0,,,2022-08-04,-0.088191743679526,"IID000000002130215-15, IID000000002130215-17, IID000000002130215-26",2025-02-18,-0.705533949436205,-0.705533949436205,-0.705533949436205,On track with some targets,1.0,2030.0,"For target IID000000002130215-36, we calculated the target value to be 16674647.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 1. For target IID000000002130215-36, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 33349293.0 tCO2e (reported). For target IID000000002130215-35, we calculated the target value to be 0.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 3. For target IID000000002130215-26, we calculated the target value to be 33954100.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 3. For target IID000000002130215-26, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 33349293.0 tCO2e (reported). The imputed baseline value for Scope 3 is 15575924.0 tCO2e (estimated by MSCI ESG Research).",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002130215-1, IID000000002130215-10, IID000000002130215-11, IID000000002130215-12, IID000000002130215-13, IID000000002130215-15, IID000000002130215-16, IID000000002130215-17, IID000000002130215-18, IID000000002130215-19, IID000000002130215-2, IID000000002130215-20, IID000000002130215-21, IID000000002130215-22, IID000000002130215-23, IID000000002130215-24, IID000000002130215-25, IID000000002130215-26, IID000000002130215-27, IID000000002130215-28, IID000000002130215-29, IID000000002130215-3, IID000000002130215-30, IID000000002130215-31, IID000000002130215-32, IID000000002130215-33, IID000000002130215-34, IID000000002130215-35, IID000000002130215-36, IID000000002130215-4, IID000000002130215-5, IID000000002130215-6, IID000000002130215-7, IID000000002130215-8, IID000000002130215-9",Met some targets,ABSOLUTE,tCO2e,No,2024-06-20
134,CA74935Q1072,RB Global Inc,IID000000002130371,CA74935Q1072,5493002H8U24DJXQ4886,RBA,2011.0,Scope 2: Electricity consumption of Ritchie Bros. owned and operated buildings (excluding refurb buildings),5.0,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,"IID000000002130371-1, IID000000002130371-2, IID000000002130371-3",,,,,2021-08-31
135,DE000A0D9PT0,MTU Aero Engines AG,IID000000002130820,DE000A40UT96,529900807L67JY81RD65,MTX,2000.0,Reduce energy consumption by 40% with the WET concept by 2050 based on 2000 baseline year,40.0,2050.0,,False,,,,,,,,0.010054963533124,IID000000002130820-16,2025-02-18,0.080439708264993,0.318042904054653,0.607963957017003,Not on track with any targets,0.003398374206716,2030.0,"For target IID000000002130820-16, we calculated the target value to be 34335.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2",,,"IID000000002130820-1, IID000000002130820-10, IID000000002130820-11, IID000000002130820-12, IID000000002130820-13, IID000000002130820-16, IID000000002130820-17, IID000000002130820-18, IID000000002130820-19, IID000000002130820-20, IID000000002130820-21, IID000000002130820-22, IID000000002130820-23, IID000000002130820-24, IID000000002130820-25, IID000000002130820-3, IID000000002130820-4, IID000000002130820-5, IID000000002130820-6, IID000000002130820-7, IID000000002130820-8, IID000000002130820-9",Met some targets,ABSOLUTE,tCO2e,No,2023-07-19
136,US42809H1077,HESS CORPORATION,IID000000002132017,US42809H1077,UASVRYNXNK17ULIGK870,HES,2021.0,"Reduce Scope 1 and 2 (market-based) emission by 100% in 2050, with 2021 as baseline",100.0,2050.0,,,,,,,,,,0.00928276746616,"IID000000002132017-18, IID000000002132017-29",2025-02-18,0.067739847836824,0.259917489052475,0.537338771298082,On track with all targets,0.046449630992219,2050.0,"For target IID000000002132017-25, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2019. The imputed baseline value for Scope 1 is 3900000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 400000.0 tCO2e (reported).",,,,"1,2",,,"IID000000002132017-10, IID000000002132017-11, IID000000002132017-12, IID000000002132017-13, IID000000002132017-14, IID000000002132017-15, IID000000002132017-16, IID000000002132017-17, IID000000002132017-18, IID000000002132017-19, IID000000002132017-2, IID000000002132017-20, IID000000002132017-21, IID000000002132017-22, IID000000002132017-25, IID000000002132017-26, IID000000002132017-27, IID000000002132017-28, IID000000002132017-29, IID000000002132017-6, IID000000002132017-7, IID000000002132017-8, IID000000002132017-9",Met some targets,"ABSOLUTE, INTENSITY","Other, tCO2e",No,
137,CA13646K1084,CANADIAN PACIFIC KANSAS CITY LTD,IID000000002132019,CA13646K1084,,CP,2019.0,Reduce locomotive well to wheel (WTW) GHG emissions per revenue ton miles (RTMs) by 38.3 % by 2030 against 2019 baseline year.,38.3,2030.0,False,True,,,Well-below 2 degrees C,2030.0,Committed,,2023-11-23,-0.023999051163615,IID000000002132019-15,2025-02-18,-0.191992409308918,-0.121916673166969,-0.036410957884542,Not on track with any targets,0.557819308948177,2030.0,,,,,"1,2,3",3,,"IID000000002132019-1, IID000000002132019-12, IID000000002132019-13, IID000000002132019-14, IID000000002132019-15, IID000000002132019-2, IID000000002132019-3, IID000000002132019-4, IID000000002132019-5, IID000000002132019-6, IID000000002132019-7",Met some targets,INTENSITY,Other,No,2024-04-26
138,US1344291091,THE CAMPBELL'S COMPANY,IID000000002132020,US1344291091,5493007JDSMX8Z5Z1902,CPB,2020.0,Reduce scope 1&2 42% from 2020 base year.,42.0,2030.0,,True,,,1.5 degrees C,2030.0,,,2022-03-24,0.000448579415893,"IID000000002132020-13, IID000000002132020-14",2025-02-18,0.003588635327148,0.115318233208046,0.251649575709709,On track with some targets,0.531402923029184,2030.0,,,,,"1,2,3","1,4",,"IID000000002132020-1, IID000000002132020-11, IID000000002132020-12, IID000000002132020-13, IID000000002132020-14, IID000000002132020-2, IID000000002132020-3, IID000000002132020-4, IID000000002132020-5, IID000000002132020-7, IID000000002132020-8",Met some targets,ABSOLUTE,tCO2e,No,2023-01-23
139,US94106L1098,"WASTE MANAGEMENT, INC.",IID000000002132027,US94106L1098,549300YX8JIID70NFS41,WM,2011.0,Reduce ghg emissions Scope 1+2 (location-based).,75.0,2038.0,,True,,,1.5 degrees C,2031.0,,,2023-07-20,-0.047055923994907,"IID000000002132027-10, IID000000002132027-12, IID000000002132027-21, IID000000002132027-24, IID000000002132027-6, IID000000002132027-8",2025-02-18,-0.647592668506089,-0.752894783918514,-0.752894783918514,On track with some targets,1.0,2038.0,"For target IID000000002132027-24, we calculated the target value to be 9951761.0 tCO2e for year 2031, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002132027-10, IID000000002132027-12, IID000000002132027-14, IID000000002132027-15, IID000000002132027-16, IID000000002132027-17, IID000000002132027-18, IID000000002132027-19, IID000000002132027-2, IID000000002132027-20, IID000000002132027-21, IID000000002132027-22, IID000000002132027-23, IID000000002132027-24, IID000000002132027-25, IID000000002132027-3, IID000000002132027-4, IID000000002132027-5, IID000000002132027-6, IID000000002132027-7, IID000000002132027-8, IID000000002132027-9",Not applicable,ABSOLUTE,tCO2e,No,2023-12-21
140,US2788651006,ECOLAB INC.,IID000000002132030,US2788651006,82DYEISM090VG8LTLS26,ECL,2018.0,Commits to reach net zero greenhouse gas emissions across the value chain by 2050 from a 2018 base year,100.0,2050.0,,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2024-08-29,-0.032294047863105,"IID000000002132030-12, IID000000002132030-18, IID000000002132030-19, IID000000002132030-21, IID000000002132030-23",2025-02-18,-0.261617370809273,-0.904233340166953,-0.904233340166953,On track with some targets,1.0,2050.0,"For target IID000000002132030-7, we calculated the target value to be 0.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002132030-7, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 320443.0 tCO2e (reported). The imputed baseline value for Scope 2 is 168952.0 tCO2e (reported). For target IID000000002132030-23, we calculated the target value to be 5935355.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002132030-23, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 3 is 7913806.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1, 3, 4, 11. For target IID000000002132030-21, we calculated the target value to be 1062531.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002132030-21, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 3 is 10625309.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002132030-19, we calculated the target value to be 1647233.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002132030-19, we imputed the baseline value for the year 2022. The imputed baseline value for Scope 3 is 2196311.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1, 3, 4, 13. For target IID000000002132030-18, we calculated the target value to be 242740.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002132030-18, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 320443.0 tCO2e (reported). The imputed baseline value for Scope 2 is 168952.0 tCO2e (reported). For target IID000000002132030-17, we calculated the target value to be 1257397.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002132030-17, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 320443.0 tCO2e (reported). The imputed baseline value for Scope 2 is 168952.0 tCO2e (reported). The imputed baseline value for Scope 3 is 12084571.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002132030-12, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2018. The imputed baseline value for Scope 1 is 320443.0 tCO2e (reported). The imputed baseline value for Scope 2 is 168952.0 tCO2e (reported). The imputed baseline value for Scope 3 is 12084571.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002132030-20, we calculated the target value to be 48939.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002132030-20, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 320443.0 tCO2e (reported). The imputed baseline value for Scope 2 is 168952.0 tCO2e (reported).",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002132030-10, IID000000002132030-11, IID000000002132030-12, IID000000002132030-13, IID000000002132030-14, IID000000002132030-15, IID000000002132030-17, IID000000002132030-18, IID000000002132030-19, IID000000002132030-20, IID000000002132030-21, IID000000002132030-22, IID000000002132030-23, IID000000002132030-3, IID000000002132030-4, IID000000002132030-5, IID000000002132030-6, IID000000002132030-7, IID000000002132030-8, IID000000002132030-9",Met some targets,ABSOLUTE,tCO2e,No,2023-04-25
